ASFUM08-12-12-13_006978-T1	Afu4g07850-T-p1	1.3e-172
ASFUM08-12-12-13_003313-T1	Afu1g16820-T-p1	1.8e-173
ASFUM08-12-12-13_008366-T1	Afu6g08230-T-p1	1.3e-131
ASFUM08-12-12-13_009818-T1	Afu7g01500-T-p1	1.5e-129
ASFUM08-12-12-13_008647-T1	Afu6g11150-T-p1	1.6e-117
ASFUM08-12-12-13_007068-T1	Afu4g08750-T-p1	3e-101
ASFUM08-12-12-13_006573-T1	Afu4g02802-T-p1	3e-122
ASFUM08-12-12-13_003347-T1	Afu1g17130-T-p1	1.8e-128
ASFUM08-12-12-13_001311-T1	Afu2g13940-T-p1	1.8e-117
ASFUM08-19-02-10_002613-T1	Afu1g10020-T-p1	1.6e-202
ASFUM08-12-12-13_000444-T1	Afu2g04270-T-p1	1.7e-95
IFM-60237_007295-T1	Afu4g08980-T-p1	7.5e-99
ASFUM08-12-12-13_007059-T1	Afu4g08680-T-p1	6.8e-129
ASFUM08-12-12-13_009868-T1	Afu7g01970-T-p1	1.1e-130
ASFUM08-12-12-13_003210-T1	Afu1g15730-T-p1	1.2e-85
ASFUM08-19-02-10_000323-T1	Afu2g03155-T-p1	1.6e-101
AF100-11B_008240-T1	Afu4g07320-T-p1	3.7e-87
ASFUM08-12-12-13_007736-T1	Afu6g00430-T-p1	9.3e-135
ASFUM08-12-12-13_001159-T1	Afu2g12460-T-p1	3.6e-101
AF100-12-3G_005262-T1	Afu5g04040-T-p1	1.3e-85
ASFUM08-12-12-13_000209-T1	Afu2g01990-T-p1	1.9e-84
ASFUM08-12-12-13_004757-T1	Afu3g13890-T-p1	6.6e-110
ASFUM08-12-12-13_007131-T1	Afu4g09360-T-p1	7.7e-97
Afu-1042-09_006525-T1	Afu4g03420-T-p1	2.1e-85
ASFUM08-12-12-13_001187-T1	Afu2g12760-T-p1	6.8e-107
ASFUM08-12-12-13_000303-T1	Afu2g02930-T-p1	5.1e-168
ASFUM08-12-12-13_002444-T1	Afu1g07560-T-p1	8.8e-101
ASFUM08-12-12-13_000698-T1	Afu2g07590-T-p1	4.2e-176
AF100-12-18_003509-T1	Afu4g00540-T-p1	9.7e-277
ATCC-46645_007936-T1	Afu4g14060-T-p1	9.6e-115
IFM-59361-1_004821-T1	Afu1g00890-T-p1	1.9e-149
ASFUM12-7504462_007305-T1	Afu1g00890-T-p1	7.3e-148
COH-762_003374-T1	Afu1g12920-T-p1	8.9e-231
CM2141_000094-T1	Afu1g01020-T-p1	2e-172
IFM-59777_003424-T1	Afu1g01020-T-p1	1.5e-118
ASFUM12-7504652_008123-T1	Afu6g07020-T-p1	2e-268
AZTEC-11-1066_000331-T1	Afu2g03290-T-p1	1.3e-167
ASFUM08-19-02-46_006221-T1	Afu5g04080-T-p1	0
B5269-CDC-24_001709-T1	Afu4g00540-T-p1	3.4e-107
ASFUM12-7504462_006452-T1	Afu2g04020-T-p1	2.5e-147
F13619_007960-T1	Afu1g16010-T-p1	1.5e-145
CF098_001491-T1	Afu1g16010-T-p1	7.5e-206
CF098_000013-T1	Afu1g00220-T-p1	0
AF293_000053-T1	Afu1g00730-T-p1	0
ASFUM08-12-12-13_005544-T1	Afu5g07020-T-p1	0
ASFUM08-12-12-13_003900-T1	Afu3g05450-T-p1	0
AF100-11-3_009888-T1	Afu7g04040-T-p1	0
ASFUM08-12-12-13_007607-T1	Afu4g14360-T-p1	0
ASFUM08-12-12-13_003327-T1	Afu1g16950-T-p1	0
CM2495_001301-T1	Afu2g14590-T-p1	0
AF100-12-8_001318-T1	Afu2g14910-T-p1	0
ASFUM08-12-12-13_009485-T1	Afu8g05580-T-p1	0
AZTEC-6-232_008607-T1	Afu4g10730-T-p1	4.4e-303
CM3249b_004804-T1	Afu3g14540-T-p1	7.1e-118
ASFUM08-12-12-13_001665-T1	Afu2g17130-T-p1	0
DMC2AF100-1-15_009679-T1	Afu7g08590-T-p1	3.3e-178
ASFUM08-12-12-13_002619-T1	Afu1g10130-T-p1	4.3e-303
ASFUM08-12-12-13_007240-T1	Afu4g10460-T-p1	0
A1163_010558-T1	Afu1g16030-T-p1	2.9e-179
ASFUM08-12-12-13_002573-T1	Afu1g09670-T-p1	0
ASFUM08-12-12-13_005830-T1	Afu5g09830-T-p1	0
AF100-10B_000734-T1	Afu2g08700-T-p1	1.4e-271
AF100-12-7G_004421-T1	Afu3g09970-T-p1	2.3e-172
AF100-12-38_008516-T1	Afu4g09390-T-p1	0
ASFUM08-12-12-13_006182-T1	Afu5g13090-T-p1	0
ASFUM08-12-12-13_002550-T1	Afu1g09450-T-p1	2.6e-289
ASFUM08-19-02-30_000672-T1	Afu2g07570-T-p1	2.2e-278
AF100-12-7G_001479-T1	Afu5g15020-T-p1	5.7e-175
COH-400_001947-T1	Afu3g06425-T-p1	6.1e-94
ASFUM08-19-02-10_001027-T1	Afu7g03700-T-p1	8.6e-150
ASFUM08-19-02-46_006872-T1	Afu5g11730-T-p1	3.9e-282
AZTEC-11-1066_002901-T1	Afu1g12730-T-p1	3e-230
ASFUM08-12-12-13_000963-T1	Afu2g10330-T-p1	3.9e-278
NCPF-7820_002468-T1	Afu1g08930-T-p1	0
AF293_000064-T1	Afu1g00800-T-p1	2.3e-180
ASFUM08-12-12-13_006827-T1	Afu4g06380-T-p1	0
ASFUM08-12-12-13_000959-T1	Afu2g10290-T-p1	0
ASFUM08-12-12-13_000380-T1	Afu2g03680-T-p1	0
AZTEC-8-224_001460-T1	Afu2g15630-T-p1	2.1e-257
ASFUM08-12-12-13_002318-T1	Afu1g06300-T-p1	1.9e-271
AF100-12-3G_005578-T1	Afu5g08090-T-p1	2.1e-199
ASFUM08-12-12-13_002467-T1	Afu1g08760-T-p1	1.1e-249
ASFUM08-12-12-13_003152-T1	Afu1g15140-T-p1	1.7e-210
ASFUM08-12-12-13_002521-T1	Afu1g09190-T-p1	1.4e-284
ASFUM08-12-12-13_007252-T1	Afu4g10580-T-p1	6.5e-249
ASFUM08-19-02-46_008553-T1	Afu7g01350-T-p1	1.5e-285
AZTEC-17-234_000845-T1	Afu2g09470-T-p1	1.5e-223
ASFUM08-12-12-13_010017-T1	Afu7g04460-T-p1	3.2e-212
ASFUM08-12-12-13_010061-T1	Afu7g04860-T-p1	4.7e-265
ASFUM08-12-12-13_008113-T1	Afu6g04850-T-p1	3.9e-259
ASFUM08-12-12-13_008967-T1	Afu6g14160-T-p1	9.1e-276
AF100-12-17_009414-T1	Afu7g06526-T-p1	1.1e-250
ASFUM08-12-12-13_001173-T1	Afu2g12580-T-p1	1.7e-267
A1163_006437-T1	Afu5g15010-T-p1	1.3e-250
IFM-61610_002079-T1	Afu1g04320-T-p1	1.7e-130
ASFUM08-12-12-13_009901-T1	Afu7g02280-T-p1	1.8e-245
ASFUM08-12-12-13_005737-T1	Afu5g08960-T-p1	0
F18329_004419-T1	Afu3g10620-T-p1	3.1e-287
ASFUM117535A-1_005373-T1	Afu6g09330-T-p1	7.9e-231
ASFUM08-19-02-30_001710-T1	Afu1g00200-T-p1	1.6e-247
ASFUM08-12-12-13_000406-T1	Afu2g03920-T-p1	2.7e-288
ASFUM08-12-12-13_007625-T1	Afu4g06030-T-p1	2.8e-253
F20063_010220-T1	Afu8g06260-T-p1	8.1e-228
AF100-12-7G_010036-T1	Afu8g04790-T-p1	1.4e-224
ASFUM08-12-12-13_001294-T1	Afu2g13770-T-p1	2e-239
CM2495_004025-T1	Afu3g07590-T-p1	4.7e-224
ASFUM08-19-02-30_002124-T1	Afu1g04950-T-p1	1.2e-229
AZTEC-9-222_001047-T1	Afu2g11540-T-p1	1.3e-229
TP32_005675-T1	Afu5g08800-T-p1	1.9e-154
ASFUM08-12-12-13_002817-T1	Afu1g11990-T-p1	1.1e-261
CM2495_004417-T1	Afu3g11350-T-p1	5.3e-227
ASFUM08-36-03-25_002342-T1	Afu1g05470-T-p1	2.1e-203
DMC2AF100-1-11_008483-T1	Afu5g08160-T-p1	1.8e-197
ASFUM08-12-12-13_003195-T1	Afu1g15570-T-p1	2.8e-206
ASFUM08-12-12-13_008471-T1	Afu6g09170-T-p1	1.4e-232
AF100-12-21_006716-T1	Afu6g10200-T-p1	1.5e-138
ASFUM08-19-02-30_005121-T1	Afu8g06370-T-p1	1.8e-239
ASFUM08-12-12-13_001158-T1	Afu2g12450-T-p1	4e-236
ASFUM08-19-02-46_008190-T1	Afu4g12380-T-p1	7.2e-231
ASFUM08-12-12-13_002320-T1	Afu1g06320-T-p1	3.3e-270
ASFUM08-12-12-13_002359-T1	Afu1g06690-T-p1	2.4e-257
B6081_005530-T1	Afu5g09530-T-p1	3.3e-120
ASFUM08-12-12-13_003351-T1	Afu1g17170-T-p1	4e-241
ASFUM08-19-02-46_004094-T1	Afu1g13410-T-p1	2.4e-157
ASFUM08-19-02-46_006174-T1	Afu5g03590-T-p1	5.5e-279
AF100-12-8_008529-T1	Afu4g10760-T-p1	1.6e-216
ASFUM08-12-12-13_004214-T1	Afu3g08350-T-p1	4.9e-246
AF100-12-38_002543-T1	Afu1g09390-T-p1	2.7e-188
AZTEC-17-234_004014-T1	Afu3g05550-T-p1	2.2e-228
ASFUM08-12-12-13_008150-T1	Afu6g05180-T-p1	1.3e-240
IFM-59777_010267-T1	Afu8g05350-T-p1	1.2e-180
ASFUM08-12-12-13_009857-T1	Afu7g01850-T-p1	4.1e-243
ASFUM08-12-12-13_003064-T1	Afu1g14270-T-p1	9.5e-230
ASFUM08-12-12-13_008228-T1	Afu6g06890-T-p1	5e-243
ASFUM12-7505446_002248-T1	Afu5g07720-T-p1	2.1e-255
ASFUM08-12-12-13_008422-T1	Afu6g08720-T-p1	2.5e-237
ASFUM117535A-1_004758-T1	Afu6g02780-T-p1	1.6e-162
ASFUM08-12-12-13_005129-T1	Afu5g02040-T-p1	2.5e-200
ASFUM08-12-12-13_005917-T1	Afu5g10670-T-p1	4.4e-252
AFIS-13708-CDC-14_006147-T1	Afu5g05700-T-p1	2e-243
ASFUM08-12-12-13_007283-T1	Afu4g10940-T-p1	4.8e-190
ASFUM08-12-12-13_005304-T1	Afu5g03770-T-p1	5.7e-239
TP32_007443-T1	Afu4g13113-T-p1	5e-111
IFM-58401_004483-T1	Afu3g10740-T-p1	1.3e-163
ASFUM08-12-12-13_002502-T1	Afu1g09020-T-p1	5.9e-256
