ASFUM08-12-12-13_002122-T1	Afum_08_12_12_13_mRNA_02087	g000001
ASFUM08-12-12-13_008480-T1	Afum_08_12_12_13_mRNA_08332	g000002
AF100-12-7_003883-T1	Afum_AF100_12_7_mRNA_03770	g000003
ASFUM08-19-02-30_008624-T1	Afum_08_19_02_30_mRNA_08470	g000004
F7763_009746-T1	Afum_F7763_mRNA_09570	g000005
AF100-12-18_004967-T1	Afum_AF100_12_18_mRNA_04838	g000006
F17729_000541-T1	Afum_F17729_mRNA_00532	g000007
AZTEC-9-222_003663-T1	Afum_AZTEC_9_222_mRNA_03485	g000008
AF100-12-21_007058-T1	Afum_AF100_12_21_mRNA_06867	g000009
IFM-62516_005034-T1	Afum_IFM_62516_mRNA_04829	g000010
IFM-58026_008377-T1	Afum_IFM_58026_mRNA_08168	g000011
ASFUM117535A-1_000467-T1	Afum_117535A_1_1_mRNA_00459	g000012
AF100-12-21_005490-T1	Afum_AF100_12_21_mRNA_05333	g000013_1
IFM-60514_005881-T1	Afum_IFM_60514_mRNA_05739	g000013_2
DMC2AF100-1-18_007294-T1	Afum_DMC2_AF100_1_18_mRNA_07054	g000014
B6081_003985-T1	Afum_B6081_mRNA_03818	g000015
AZTEC-11-1066_009355-T1	Afum_AZTEC_11_1066_mRNA_09081	g000016
ASFUM08-19-02-46_004206-T1	Afum_08_19_02_46_mRNA_04114	g000017
IFM-61610_003481-T1	Afum_IFM_61610_mRNA_03408	g000018
DMC2-AF100-12-9_006130-T1	Afum_DMC2_AF100_12_9_mRNA_06010	g000019_1
ASFUM08-19-02-10_009762-T1	Afum_08_19_02_10_mRNA_10063	g000019_2
IFM-62516_008957-T1	Afum_IFM_62516_mRNA_08681	g000020
SF3S10_003578-T1	Afum_SF3S10_mRNA_03490	g000021
AF100-12-37_007107-T1	Afum_AF100_12_37_mRNA_06891	g000022
AF100-11B_002386-T1	Afum_AF100_11B_mRNA_02280	g000023
IFM-59359_008260-T1	Afum_IFM_59359_mRNA_07750	g000024
AF100-12-21_001346-T1	Afum_AF100_12_21_mRNA_01327	g000025
COH-913_004530-T1	Afum_COH_913_mRNA_04412	g000026
IFM-62516_002039-T1	Afum_IFM_62516_mRNA_01916	g000027_1
AF100-12-35_001989-T1	Afum_AF100_12_35_mRNA_01918	g000027_2
AF106-6-9_002126-T1	Afum_AF106_6_9_mRNA_02012	g000027_3
AF100-12-24_003036-T1	Afum_AF100_12_24_mRNA_02891	g000028
AF100-11C_003090-T1	Afum_AF100_11C_mRNA_02998	g000029
ASFUM84-NIH_003910-T1	Afum_84_NIH_mRNA_03841	g000030
IFM-61578_009529-T1	Afum_IFM_61578_mRNA_09278	g000031
DMC2-AF100-2B_004245-T1	Afum_DMC2_AF100_2B_mRNA_04138	g000032
IFM-60514_004454-T1	Afum_IFM_60514_mRNA_04331	g000033
AF100-12-25_005340-T1	Afum_AF100_12_25_mRNA_05168	g000034
IFM-58026_005701-T1	Afum_IFM_58026_mRNA_05549	g000035
IFM-62516_006309-T1	Afum_IFM_62516_mRNA_06087	g000036
AF100-12-7_001864-T1	Afum_AF100_12_7_mRNA_01804	g000037
AFIS-23107-CDC-12_001802-T1	Afum_AFIS_23107_CDC_12_mRNA_01770	g000038
B5289-CDC-25_006592-T1	Afum_B5289_CDC_25_mRNA_06416	g000039
IFM-62516_006845-T1	Afum_IFM_62516_mRNA_06615	g000040
COH-885_001863-T1	Afum_COH_885_mRNA_01756	g000041
DMC2AF100-1-15_009967-T1	Afum_DMC2_AF1001_15_mRNA_09768	g000042
IFM-59056_007776-T1	Afum_IFM_59056_mRNA_07625	g000043
AZTEC-13-751_008793-T1	Afum_AZTEC_13_751_mRNA_08520	g000044
AF100-12-17_001963-T1	Afum_AF100_12_17_mRNA_01846	g000045
AZTEC-7-225_006903-T1	Afum_AZTEC_7_225_mRNA_06714	g000046
AZTEC-17-234_006220-T1	Afum_AZTEC_17_234_mRNA_05973	g000047
IFM-62516_004039-T1	Afum_IFM_62516_mRNA_03856	g000048
AFIS-2302-CDC-18_009627-T1	Afum_AFIS_2302_CDC_18_mRNA_09453	g000049_1
AZTEC-7-225_009145-T1	Afum_AZTEC_7_225_mRNA_08929	g000049_2
AF100-12-7_009623-T1	Afum_AF100_12_7_mRNA_09404	g000050
SF3S10_004755-T1	Afum_SF3S10_mRNA_04640	g000051
AF100-12-40_002828-T1	Afum_AF100_12_40_mRNA_02711	g000052
IFM-59073_001977-T1	Afum_IFM_59073_mRNA_01849	g000053
F15767_001321-T1	Afum_F15767_mRNA_01305	g000054_1
AF72_001603-T1	Afum_AF72_mRNA_01560	g000054_2
DMC2-AF100-8B_009432-T1	Afum_DMC2_AF100_8B_mRNA_09268	g000055
IFM-61578_008345-T1	Afum_IFM_61578_mRNA_08116	g000056
Af-M1509-D_008476-T1	Afum_Af_M1509_D_mRNA_08342	g000057
IFM-59056_004245-T1	Afum_IFM_59056_mRNA_04154	g000058
CEA10_003274-T1	Afum_CEA10_mRNA_03084	g000059
AF100-12-35_002339-T1	Afum_AF100_12_35_mRNA_02261	g000060
AF100-12-7G_007916-T1	Afum_AF100_12_7G_mRNA_07550	g000061
IFM-61610_006428-T1	Afum_IFM_61610_mRNA_06295	g000062
AF100-12-21_001689-T1	Afum_AF100_12_21_mRNA_01619	g000063
LMB-35Aa_002693-T1	Afum_LMB_35Aa_mRNA_02639	g000064
MO78722EXP_001900-T1	Afum_MO78722EXP_mRNA_01857	g000065
IFM-59359_000401-T1	Afum_IFM_59359_mRNA_00398	g000066
IFM-59073_001297-T1	Afum_IFM_59073_mRNA_01278	g000067
IFM-61610_009385-T1	Afum_IFM_61610_mRNA_09212	g000068
IFM-59777_002192-T1	Afum_IFM_59777_mRNA_02081	g000069
IFM-59356-2_002260-T1	Afum_IFM_59356_2_mRNA_02135	g000070_1
IFM-61118_002251-T1	Afum_IFM_61118_mRNA_02166	g000070_2
IFM-61118_007754-T1	Afum_IFM_61118_mRNA_07557	g000071
AZTEC-17-234_001775-T1	Afum_AZTEC_17_234_mRNA_10051	g000072_1
AF100-12-35_008754-T1	Afum_AF100_12_35_mRNA_08538	g000072_2
