ASFUM08-12-12-13_006978-T1	sp|O14405|GUN4_HYPJE	1.1e-80
ASFUM08-12-12-13_003313-T1	sp|P41922|SEC65_YARLI	1.3e-40
ASFUM08-12-12-13_008366-T1	sp|Q09759|YA72_SCHPO	5e-25
ASFUM08-12-12-13_003889-T1	sp|A1CJ10|H2A_ASPCL	1.6e-82
ASFUM08-12-12-13_000620-T1	sp|O74690|SNU13_SCHPO	1.2e-55
ASFUM08-12-12-13_006934-T1	sp|A1CH57|COX23_ASPCL	2.9e-33
ASFUM08-12-12-13_007254-T1	sp|I1RVD6|FUSA4_GIBZE	1.2e-22
ASFUM08-19-02-10_002613-T1	sp|O60930|RNH1_HUMAN	2.9e-22
ASFUM08-12-12-13_000444-T1	sp|P59670|TIM17_NEUCR	1.4e-84
ASFUM08-12-12-13_009868-T1	sp|P53047|RTA1_YEAST	1.4e-32
ASFUM08-12-12-13_003210-T1	sp|Q7RV75|RS22_NEUCR	8.3e-74
ASFUM08-12-12-13_007736-T1	sp|D4ATS1|A7637_ARTBC	6.8e-39
AF100-12-3G_005262-T1	sp|B0Y310|LCL2_ASPFC	7.6e-84
ASFUM08-12-12-13_002528-T1	sp|A1CQI3|MZT1_ASPCL	4.9e-33
ASFUM08-12-12-13_001315-T1	sp|Q9UR27|RM31_SCHPO	1.3e-28
ASFUM08-12-12-13_001461-T1	sp|Q1H595|LSM2_ARATH	4.5e-37
ASFUM08-12-12-13_007131-T1	sp|P16000|ATP9_EMENI	5.5e-66
ASFUM12-7504462_008378-T1	sp|P55143|GLRX_RICCO	9.2e-31
ASFUM08-12-12-13_006862-T1	sp|Q871K1|QCR7_NEUCR	1e-39
AF100-12-18_003509-T1	sp|Q91196|MX2_ONCMY	5.1e-42
COH-762_003374-T1	sp|Q9WUB3|PYGM_MOUSE	0
CM2141_000094-T1	sp|Q8IWZ3|ANKH1_HUMAN	5.5e-101
IFM-59777_003424-T1	sp|O15084|ANR28_HUMAN	6.4e-87
AZTEC-11-1066_000331-T1	sp|B8NLM9|ARTA_ASPFN	3.5e-145
ASFUM08-19-02-46_006221-T1	sp|A0A455LRW3|NTNI_NECSZ	0
B5269-CDC-24_001709-T1	sp|Q2KTC2|MX_DICLA	2.7e-46
ASFUM12-7504462_006452-T1	sp|P38426|TPS3_YEAST	3e-111
ASFUM08-12-12-13_005544-T1	sp|P40024|ARB1_YEAST	2.9e-296
ASFUM08-12-12-13_003900-T1	sp|Q9P6I2|DUG1_SCHPO	9e-191
AF100-11-3_009888-T1	sp|Q4U3Y2|HXK1_ASPFU	0
ASFUM08-12-12-13_007607-T1	sp|Q5K8R6|CXT1_CRYNJ	1.3e-48
ASFUM08-12-12-13_003327-T1	sp|P87172|GPI3_SCHPO	6.6e-191
CM2495_001301-T1	sp|K0E3U9|ECDD_ASPRU	1.1e-216
AF100-12-8_001318-T1	sp|P50108|MNN10_YEAST	2.6e-104
ASFUM08-12-12-13_009485-T1	sp|P15937|ACH1_NEUCR	1.7e-268
AZTEC-6-232_008607-T1	sp|Q4WPW8|RUVB1_ASPFU	2.5e-301
CM3249b_004804-T1	sp|P40920|HSP30_EMENI	6.1e-68
ASFUM08-12-12-13_001665-T1	sp|G4N525|MST50_MAGO7	1.3e-130
DMC2AF100-1-15_009679-T1	sp|A1C3L3|FAP1_STRPA	1.4e-145
ASFUM08-12-12-13_002619-T1	sp|P83783|SAHH_CANAL	6.9e-248
ASFUM08-12-12-13_007240-T1	sp|O94225|HOSM_PENRW	1.8e-280
A1163_010558-T1	sp|Q9H0J4|QRIC2_HUMAN	9.7e-23
ASFUM08-12-12-13_005830-T1	sp|Q08970|MMT2_YEAST	7.4e-71
AF100-10B_000734-T1	sp|D0LI56|RUTB_HALO1	2.1e-31
AF100-12-7G_004421-T1	sp|D4B5N6|CCCA_ARTBC	7.2e-77
IFM-59361_004878-T1	sp|Q3KTM0|FRO7_ARATH	3.1e-28
AF100-12-38_008516-T1	sp|Q9VQB7|EOGT_DROME	1.6e-21
ASFUM08-12-12-13_006182-T1	sp|Q59KJ7|MNN21_CANAL	1.6e-66
ASFUM08-12-12-13_002550-T1	sp|Q9UT76|EI2BB_SCHPO	1.8e-87
ASFUM08-19-02-30_000672-T1	sp|P32264|PROB_YEAST	1.7e-130
AF100-12-7G_001479-T1	sp|Q6N3Y0|ARSM_RHOPA	1.5e-52
ASFUM08-19-02-10_001027-T1	sp|Q96UY2|DGT2A_UMBRA	2.7e-103
ASFUM08-19-02-46_006872-T1	sp|Q9P7W5|RIO2_SCHPO	4.6e-117
AZTEC-11-1066_002901-T1	sp|P36516|RM03_YEAST	3.9e-45
ASFUM08-12-12-13_000963-T1	sp|Q4X1D7|CWC25_ASPFU	2.2e-276
NCPF-7820_002468-T1	sp|B0XQ15|CIAO1_ASPFC	0
ASFUM08-12-12-13_006827-T1	sp|P22307|SCP2_HUMAN	2.2e-136
COH-913_007696-T1	sp|Q8WZ42|TITIN_HUMAN	0
AZTEC-8-224_001460-T1	sp|Q58087|Y674_METJA	1.1e-23
ASFUM08-12-12-13_002318-T1	sp|Q9P7S2|RPN6_SCHPO	6.9e-141
AF100-12-3G_005578-T1	sp|Q9UW83|PDX1_EMENI	6.8e-178
ASFUM08-12-12-13_002467-T1	sp|O42768|HEM2_CANGA	1.9e-148
ASFUM08-12-12-13_003152-T1	sp|P23641|MPCP_YEAST	2.9e-116
ASFUM08-12-12-13_007252-T1	sp|O94412|PGTA_SCHPO	4.9e-53
AZTEC-17-234_000845-T1	sp|Q8K072|REEP4_MOUSE	4.9e-21
ASFUM08-12-12-13_010017-T1	sp|P20133|PGTB2_YEAST	2.8e-118
ASFUM08-12-12-13_010061-T1	sp|G0SEH7|DIM1_CHATD	5.8e-123
ASFUM08-12-12-13_008113-T1	sp|A6SSW9|BOA17_BOTFB	2.7e-29
AF100-12-17_009414-T1	sp|B0Y568|AFUMD_ASPFC	1.3e-102
ASFUM08-12-12-13_001173-T1	sp|Q99161|SEC62_YARLI	2.4e-64
A1163_006437-T1	sp|Q8NQC8|ACR3_CORGL	1.3e-94
IFM-61610_002079-T1	sp|P0CX39|RS8A_YEAST	1.3e-90
ASFUM08-12-12-13_009901-T1	sp|Q96DI7|SNR40_HUMAN	1.6e-105
ASFUM08-12-12-13_005737-T1	sp|P78898|TGCE2_SCHPO	5e-130
F18329_004419-T1	sp|O13749|TF2B_SCHPO	1.3e-101
