STRAIN	TOTAL	CORE	ACCESSORY	SINGLETON	CHROM	START	END
Aspergillus_fumigatus_B5258_CDC_22	23	1	22	0	scaffold_8	1614180	1664180
Aspergillus_fumigatus_B5258_CDC_22	21	20	1	0	scaffold_2	2698699	2748699
Aspergillus_fumigatus_B5258_CDC_22	16	16	0	0	scaffold_2	695598	745598
Aspergillus_fumigatus_B5258_CDC_22	14	14	0	0	scaffold_2	3136994	3186994
Aspergillus_fumigatus_B5258_CDC_22	18	18	0	0	scaffold_2	633688	683688
Aspergillus_fumigatus_B5258_CDC_22	19	19	0	0	scaffold_2	2472992	2522992
Aspergillus_fumigatus_B5258_CDC_22	23	16	7	0	scaffold_4	2502635	2552635
Aspergillus_fumigatus_B5258_CDC_22	23	18	5	0	scaffold_8	447745	497745
Aspergillus_fumigatus_B5258_CDC_22	17	16	1	0	scaffold_2	1244988	1294988
Aspergillus_fumigatus_B5258_CDC_22	11	11	0	0	scaffold_2	1959600	2009600
Aspergillus_fumigatus_B5258_CDC_22	25	23	2	0	scaffold_5	645835	695835
Aspergillus_fumigatus_B5258_CDC_22	10	9	1	0	scaffold_7	871592	921592
Aspergillus_fumigatus_B5258_CDC_22	14	12	2	0	scaffold_1	2172659	2222659
Aspergillus_fumigatus_B5258_CDC_22	18	17	1	0	scaffold_2	3497703	3547703
Aspergillus_fumigatus_B5258_CDC_22	12	10	2	0	scaffold_6	3244362	3294362
Aspergillus_fumigatus_B5258_CDC_22	18	18	0	0	scaffold_5	1805625	1855625
Aspergillus_fumigatus_B5258_CDC_22	3	3	0	0	scaffold_3	1205710	1255710
Aspergillus_fumigatus_B5258_CDC_22	23	21	2	0	scaffold_2	312598	362598
Aspergillus_fumigatus_B5258_CDC_22	25	19	6	0	scaffold_2	4121865	4171865
Aspergillus_fumigatus_B5258_CDC_22	23	21	2	0	scaffold_1	297314	347314
Aspergillus_fumigatus_B5258_CDC_22	21	20	1	0	scaffold_3	3486121	3536121
Aspergillus_fumigatus_B5258_CDC_22	16	9	7	0	scaffold_3	8739	58739
Aspergillus_fumigatus_B5258_CDC_22	14	12	2	0	scaffold_1	449725	499725
Aspergillus_fumigatus_B5258_CDC_22	20	20	0	0	scaffold_6	986792	1036792
Aspergillus_fumigatus_B5258_CDC_22	16	16	0	0	scaffold_3	1748954	1798954
Aspergillus_fumigatus_B5258_CDC_22	21	20	1	0	scaffold_2	2201004	2251004
Aspergillus_fumigatus_B5258_CDC_22	21	16	5	0	scaffold_2	3703675	3753675
Aspergillus_fumigatus_B5258_CDC_22	16	16	0	0	scaffold_6	2902487	2952487
Aspergillus_fumigatus_B5258_CDC_22	13	13	0	0	scaffold_1	2661066	2711066
Aspergillus_fumigatus_B5258_CDC_22	15	14	1	0	scaffold_6	2222492	2272492
Aspergillus_fumigatus_B5258_CDC_22	18	17	1	0	scaffold_6	507390	557390
Aspergillus_fumigatus_B5258_CDC_22	18	15	3	0	scaffold_6	848975	898975
Aspergillus_fumigatus_B5258_CDC_22	21	20	1	0	scaffold_1	403261	453261
Aspergillus_fumigatus_B5258_CDC_22	22	22	0	0	scaffold_3	1555981	1605981
Aspergillus_fumigatus_B5258_CDC_22	21	19	2	0	scaffold_7	201357	251357
Aspergillus_fumigatus_B5258_CDC_22	18	18	0	0	scaffold_1	3961530	4011530
Aspergillus_fumigatus_B5258_CDC_22	19	18	1	0	scaffold_8	1009893	1059893
Aspergillus_fumigatus_B5258_CDC_22	20	19	1	0	scaffold_1	3665724	3715724
