STRAIN	TOTAL	CORE	ACCESSORY	SINGLETON	CHROM	START	END
Aspergillus_fumigatus_Afu_942_09	20	18	2	0	scaffold_6	711412	761412
Aspergillus_fumigatus_Afu_942_09	21	19	2	0	scaffold_5	1990319	2040319
Aspergillus_fumigatus_Afu_942_09	15	13	2	0	scaffold_1	4361516	4411516
Aspergillus_fumigatus_Afu_942_09	13	12	1	0	scaffold_8	603024	653024
Aspergillus_fumigatus_Afu_942_09	26	23	3	0	scaffold_1	5094577	5144577
Aspergillus_fumigatus_Afu_942_09	17	16	1	0	scaffold_2	2959400	3009400
Aspergillus_fumigatus_Afu_942_09	14	14	0	0	scaffold_7	665976	715976
Aspergillus_fumigatus_Afu_942_09	23	17	6	0	scaffold_1	155234	205234
Aspergillus_fumigatus_Afu_942_09	23	19	4	0	scaffold_2	60479	110479
Aspergillus_fumigatus_Afu_942_09	17	15	2	0	scaffold_5	1946667	1996667
Aspergillus_fumigatus_Afu_942_09	20	19	1	0	scaffold_5	2301700	2351700
Aspergillus_fumigatus_Afu_942_09	12	11	1	0	scaffold_4	1289625	1339625
Aspergillus_fumigatus_Afu_942_09	15	14	1	0	scaffold_1	909363	959363
Aspergillus_fumigatus_Afu_942_09	21	20	1	0	scaffold_4	876637	926637
Aspergillus_fumigatus_Afu_942_09	31	27	4	0	scaffold_2	94905	144905
Aspergillus_fumigatus_Afu_942_09	17	16	1	0	scaffold_7	1040419	1090419
Aspergillus_fumigatus_Afu_942_09	21	16	5	0	scaffold_4	3622020	3672020
Aspergillus_fumigatus_Afu_942_09	12	10	2	0	scaffold_5	470308	520308
Aspergillus_fumigatus_Afu_942_09	21	19	2	0	scaffold_8	72763	122763
Aspergillus_fumigatus_Afu_942_09	17	16	1	0	scaffold_6	1788552	1838552
Aspergillus_fumigatus_Afu_942_09	21	18	3	0	scaffold_6	685079	735079
Aspergillus_fumigatus_Afu_942_09	20	19	1	0	scaffold_2	171831	221831
Aspergillus_fumigatus_Afu_942_09	6	6	0	0	scaffold_7	694326	744326
Aspergillus_fumigatus_Afu_942_09	20	14	6	0	scaffold_6	2297790	2347790
Aspergillus_fumigatus_Afu_942_09	21	20	1	0	scaffold_2	200939	250939
Aspergillus_fumigatus_Afu_942_09	17	15	2	0	scaffold_4	1678776	1728776
Aspergillus_fumigatus_Afu_942_09	18	11	7	0	scaffold_1	4953856	5003856
Aspergillus_fumigatus_Afu_942_09	20	19	1	0	scaffold_4	3269162	3319162
Aspergillus_fumigatus_Afu_942_09	13	13	0	0	scaffold_3	1995687	2045687
Aspergillus_fumigatus_Afu_942_09	18	16	2	0	scaffold_1	3013506	3063506
Aspergillus_fumigatus_Afu_942_09	24	22	2	0	scaffold_4	3698929	3748929
Aspergillus_fumigatus_Afu_942_09	12	11	1	0	scaffold_8	597784	647784
Aspergillus_fumigatus_Afu_942_09	22	20	2	0	scaffold_6	542004	592004
Aspergillus_fumigatus_Afu_942_09	18	17	1	0	scaffold_2	2720556	2770556
Aspergillus_fumigatus_Afu_942_09	16	15	1	0	scaffold_1	4452866	4502866
Aspergillus_fumigatus_Afu_942_09	23	23	0	0	scaffold_5	2921902	2971902
Aspergillus_fumigatus_Afu_942_09	18	16	2	0	scaffold_3	1272292	1322292
Aspergillus_fumigatus_Afu_942_09	22	22	0	0	scaffold_6	643554	693554
Aspergillus_fumigatus_Afu_942_09	22	18	4	0	scaffold_4	3423423	3473423
Aspergillus_fumigatus_Afu_942_09	19	15	4	0	scaffold_3	684694	734694
Aspergillus_fumigatus_Afu_942_09	19	18	1	0	scaffold_4	2621781	2671781
Aspergillus_fumigatus_Afu_942_09	19	17	2	0	scaffold_6	1612682	1662682
Aspergillus_fumigatus_Afu_942_09	23	20	3	0	scaffold_2	1987891	2037891
Aspergillus_fumigatus_Afu_942_09	23	18	5	0	scaffold_3	3534741	3584741
Aspergillus_fumigatus_Afu_942_09	19	18	1	0	scaffold_3	1158745	1208745
Aspergillus_fumigatus_Afu_942_09	19	18	1	0	scaffold_3	2476029	2526029
Aspergillus_fumigatus_Afu_942_09	20	20	0	0	scaffold_3	2121966	2171966
Aspergillus_fumigatus_Afu_942_09	19	19	0	0	scaffold_8	642893	692893
Aspergillus_fumigatus_Afu_942_09	3	3	0	0	scaffold_1	1821898	1871898
Aspergillus_fumigatus_Afu_942_09	20	18	2	0	scaffold_3	2556939	2606939
Aspergillus_fumigatus_Afu_942_09	12	11	1	0	scaffold_2	3575808	3625808
Aspergillus_fumigatus_Afu_942_09	16	16	0	0	scaffold_4	555132	605132
Aspergillus_fumigatus_Afu_942_09	15	13	2	0	scaffold_3	2320826	2370826
Aspergillus_fumigatus_Afu_942_09	19	17	2	0	scaffold_5	374836	424836
Aspergillus_fumigatus_Afu_942_09	24	22	2	0	scaffold_3	2276698	2326698
Aspergillus_fumigatus_Afu_942_09	12	12	0	0	scaffold_1	2545781	2595781
Aspergillus_fumigatus_Afu_942_09	18	16	2	0	scaffold_2	2794257	2844257
Aspergillus_fumigatus_Afu_942_09	13	12	1	0	scaffold_1	3524285	3574285
Aspergillus_fumigatus_Afu_942_09	23	22	1	0	scaffold_1	4244156	4294156
Aspergillus_fumigatus_Afu_942_09	12	12	0	0	scaffold_5	1426062	1476062
Aspergillus_fumigatus_Afu_942_09	15	15	0	0	scaffold_1	3383698	3433698
Aspergillus_fumigatus_Afu_942_09	15	15	0	0	scaffold_1	3847018	3897018
Aspergillus_fumigatus_Afu_942_09	19	15	4	0	scaffold_3	3688640	3738640
Aspergillus_fumigatus_Afu_942_09	24	22	2	0	scaffold_6	35502	85502
Aspergillus_fumigatus_Afu_942_09	18	17	1	0	scaffold_6	2644823	2694823
Aspergillus_fumigatus_Afu_942_09	15	14	1	0	scaffold_7	609836	659836
Aspergillus_fumigatus_Afu_942_09	18	6	12	0	scaffold_1	4928894	4978894
Aspergillus_fumigatus_Afu_942_09	17	15	2	0	scaffold_8	1348219	1398219
Aspergillus_fumigatus_Afu_942_09	17	17	0	0	scaffold_3	2725804	2775804
Aspergillus_fumigatus_Afu_942_09	14	13	1	0	scaffold_2	2580152	2630152
Aspergillus_fumigatus_Afu_942_09	22	21	1	0	scaffold_8	1664638	1714638
Aspergillus_fumigatus_Afu_942_09	19	12	7	0	scaffold_6	2818210	2868210
Aspergillus_fumigatus_Afu_942_09	20	19	1	0	scaffold_8	1145329	1195329
Aspergillus_fumigatus_Afu_942_09	20	18	2	0	scaffold_6	1161526	1211526
Aspergillus_fumigatus_Afu_942_09	20	20	0	0	scaffold_8	1090063	1140063
Aspergillus_fumigatus_Afu_942_09	14	10	4	0	scaffold_1	3961302	4011302
Aspergillus_fumigatus_Afu_942_09	17	16	1	0	scaffold_8	693819	743819
Aspergillus_fumigatus_Afu_942_09	24	19	5	0	scaffold_4	3755566	3805566
Aspergillus_fumigatus_Afu_942_09	14	13	1	0	scaffold_4	1349790	1399790
Aspergillus_fumigatus_Afu_942_09	23	22	1	0	scaffold_2	196360	246360
Aspergillus_fumigatus_Afu_942_09	23	21	2	0	scaffold_3	967422	1017422
Aspergillus_fumigatus_Afu_942_09	21	20	1	0	scaffold_7	866095	916095
Aspergillus_fumigatus_Afu_942_09	20	16	4	0	scaffold_6	3368250	3418250
Aspergillus_fumigatus_Afu_942_09	17	16	1	0	scaffold_5	917562	967562
Aspergillus_fumigatus_Afu_942_09	19	18	1	0	scaffold_3	3035916	3085916
Aspergillus_fumigatus_Afu_942_09	18	18	0	0	scaffold_3	1571142	1621142
Aspergillus_fumigatus_Afu_942_09	18	16	2	0	scaffold_4	1867934	1917934
Aspergillus_fumigatus_Afu_942_09	18	16	2	0	scaffold_3	2566912	2616912
Aspergillus_fumigatus_Afu_942_09	21	21	0	0	scaffold_7	913499	963499
Aspergillus_fumigatus_Afu_942_09	23	21	2	0	scaffold_2	2299667	2349667
Aspergillus_fumigatus_Afu_942_09	15	15	0	0	scaffold_1	926669	976669
Aspergillus_fumigatus_Afu_942_09	15	15	0	0	scaffold_4	3029336	3079336
Aspergillus_fumigatus_Afu_942_09	15	15	0	0	scaffold_2	232612	282612
Aspergillus_fumigatus_Afu_942_09	20	2	18	0	scaffold_3	1704471	1754471
Aspergillus_fumigatus_Afu_942_09	16	15	1	0	scaffold_1	3373966	3423966
Aspergillus_fumigatus_Afu_942_09	21	17	4	0	scaffold_5	2262950	2312950
Aspergillus_fumigatus_Afu_942_09	21	20	1	0	scaffold_1	1209637	1259637
Aspergillus_fumigatus_Afu_942_09	17	17	0	0	scaffold_1	2863647	2913647
Aspergillus_fumigatus_Afu_942_09	23	18	5	0	scaffold_1	4558893	4608893
Aspergillus_fumigatus_Afu_942_09	21	1	20	0	scaffold_1	4907737	4957737
Aspergillus_fumigatus_Afu_942_09	22	21	1	0	scaffold_1	4212771	4262771
Aspergillus_fumigatus_Afu_942_09	20	18	2	0	scaffold_3	2559262	2609262
Aspergillus_fumigatus_Afu_942_09	17	14	3	0	scaffold_3	2437410	2487410
Aspergillus_fumigatus_Afu_942_09	24	20	4	0	scaffold_4	144996	194996
Aspergillus_fumigatus_Afu_942_09	16	15	1	0	scaffold_1	4454343	4504343
Aspergillus_fumigatus_Afu_942_09	23	14	9	0	scaffold_6	2360436	2410436
Aspergillus_fumigatus_Afu_942_09	12	9	3	0	scaffold_6	1514221	1564221
Aspergillus_fumigatus_Afu_942_09	25	22	3	0	scaffold_7	1727253	1777253
Aspergillus_fumigatus_Afu_942_09	20	18	2	0	scaffold_5	890822	940822
Aspergillus_fumigatus_Afu_942_09	15	11	4	0	scaffold_1	1006250	1056250
