STRAIN	TOTAL	CORE	ACCESSORY	SINGLETON	CHROM	START	END
Aspergillus_fumigatus_B7594_CDC_27	38	31	7	0	scaffold_1	3828081	3928081
Aspergillus_fumigatus_B7594_CDC_27	31	29	2	0	scaffold_1	776131	876131
Aspergillus_fumigatus_B7594_CDC_27	44	38	6	0	scaffold_5	206056	306056
Aspergillus_fumigatus_B7594_CDC_27	36	35	1	0	scaffold_1	2160337	2260337
Aspergillus_fumigatus_B7594_CDC_27	35	30	5	0	scaffold_6	3262186	3362186
Aspergillus_fumigatus_B7594_CDC_27	32	30	2	0	scaffold_2	3851216	3951216
Aspergillus_fumigatus_B7594_CDC_27	38	32	6	0	scaffold_4	2086413	2186413
Aspergillus_fumigatus_B7594_CDC_27	50	44	6	0	scaffold_2	86042	186042
Aspergillus_fumigatus_B7594_CDC_27	34	28	6	0	scaffold_4	3116518	3216518
Aspergillus_fumigatus_B7594_CDC_27	7	7	0	0	scaffold_5	1168643	1268643
Aspergillus_fumigatus_B7594_CDC_27	31	27	4	0	scaffold_4	3788346	3888346
Aspergillus_fumigatus_B7594_CDC_27	47	37	10	0	scaffold_8	1371779	1471779
Aspergillus_fumigatus_B7594_CDC_27	15	14	1	0	scaffold_1	1822977	1922977
Aspergillus_fumigatus_B7594_CDC_27	37	35	2	0	scaffold_6	807202	907202
Aspergillus_fumigatus_B7594_CDC_27	36	35	1	0	scaffold_1	525154	625154
Aspergillus_fumigatus_B7594_CDC_27	36	30	6	0	scaffold_8	1329970	1429970
Aspergillus_fumigatus_B7594_CDC_27	35	34	1	0	scaffold_3	1828334	1928334
Aspergillus_fumigatus_B7594_CDC_27	39	32	7	0	scaffold_2	417350	517350
Aspergillus_fumigatus_B7594_CDC_27	34	29	5	0	scaffold_2	4442635	4542635
Aspergillus_fumigatus_B7594_CDC_27	44	40	4	0	scaffold_5	3568614	3668614
Aspergillus_fumigatus_B7594_CDC_27	37	32	5	0	scaffold_3	2495574	2595574
Aspergillus_fumigatus_B7594_CDC_27	36	33	3	0	scaffold_7	1038720	1138720
Aspergillus_fumigatus_B7594_CDC_27	44	40	4	0	scaffold_2	4109457	4209457
Aspergillus_fumigatus_B7594_CDC_27	35	29	6	0	scaffold_8	581260	681260
Aspergillus_fumigatus_B7594_CDC_27	33	29	4	0	scaffold_6	2810747	2910747
Aspergillus_fumigatus_B7594_CDC_27	32	31	1	0	scaffold_2	4004955	4104955
Aspergillus_fumigatus_B7594_CDC_27	31	30	1	0	scaffold_6	693857	793857
Aspergillus_fumigatus_B7594_CDC_27	42	37	5	0	scaffold_3	145636	245636
Aspergillus_fumigatus_B7594_CDC_27	36	32	4	0	scaffold_1	836531	936531
Aspergillus_fumigatus_B7594_CDC_27	21	20	1	0	scaffold_2	1927769	2027769
Aspergillus_fumigatus_B7594_CDC_27	38	33	5	0	scaffold_2	1467560	1567560
Aspergillus_fumigatus_B7594_CDC_27	16	13	3	0	scaffold_6	2291154	2391154
Aspergillus_fumigatus_B7594_CDC_27	29	25	4	0	scaffold_5	2588328	2688328
Aspergillus_fumigatus_B7594_CDC_27	33	31	2	0	scaffold_2	178381	278381
Aspergillus_fumigatus_B7594_CDC_27	35	32	3	0	scaffold_5	3448844	3548844
Aspergillus_fumigatus_B7594_CDC_27	34	32	2	0	scaffold_1	3663805	3763805
Aspergillus_fumigatus_B7594_CDC_27	35	34	1	0	scaffold_8	680763	780763
Aspergillus_fumigatus_B7594_CDC_27	29	25	4	0	scaffold_2	4545261	4645261
Aspergillus_fumigatus_B7594_CDC_27	37	32	5	0	scaffold_4	1666669	1766669
Aspergillus_fumigatus_B7594_CDC_27	40	38	2	0	scaffold_5	3217066	3317066
Aspergillus_fumigatus_B7594_CDC_27	36	34	2	0	scaffold_2	3614896	3714896
Aspergillus_fumigatus_B7594_CDC_27	40	37	3	0	scaffold_7	508880	608880
Aspergillus_fumigatus_B7594_CDC_27	37	36	1	0	scaffold_4	3358142	3458142
Aspergillus_fumigatus_B7594_CDC_27	43	34	9	0	scaffold_3	339662	439662
Aspergillus_fumigatus_B7594_CDC_27	44	40	4	0	scaffold_3	1176655	1276655
Aspergillus_fumigatus_B7594_CDC_27	37	28	9	0	scaffold_3	2440699	2540699
Aspergillus_fumigatus_B7594_CDC_27	35	33	2	0	scaffold_5	3381973	3481973
Aspergillus_fumigatus_B7594_CDC_27	35	35	0	0	scaffold_1	600013	700013
Aspergillus_fumigatus_B7594_CDC_27	37	33	4	0	scaffold_2	3238845	3338845
Aspergillus_fumigatus_B7594_CDC_27	34	34	0	0	scaffold_1	2465533	2565533
Aspergillus_fumigatus_B7594_CDC_27	33	8	25	0	scaffold_4	168494	268494
Aspergillus_fumigatus_B7594_CDC_27	37	33	4	0	scaffold_2	1822219	1922219
Aspergillus_fumigatus_B7594_CDC_27	43	40	3	0	scaffold_5	1813665	1913665
Aspergillus_fumigatus_B7594_CDC_27	38	33	5	0	scaffold_2	1470149	1570149
Aspergillus_fumigatus_B7594_CDC_27	39	36	3	0	scaffold_2	2830814	2930814
Aspergillus_fumigatus_B7594_CDC_27	41	35	6	0	scaffold_6	3497589	3597589
Aspergillus_fumigatus_B7594_CDC_27	50	46	4	0	scaffold_3	3900767	4000767
Aspergillus_fumigatus_B7594_CDC_27	41	36	5	0	scaffold_2	3261363	3361363
Aspergillus_fumigatus_B7594_CDC_27	38	35	3	0	scaffold_7	477046	577046
