STRAIN	TOTAL	CORE	ACCESSORY	SINGLETON	CHROM	START	END
Aspergillus_fumigatus_Oryx-1	21	18	3	0	scaffold_4	1359464	1409464
Aspergillus_fumigatus_Oryx-1	17	15	2	0	scaffold_1	3884202	3934202
Aspergillus_fumigatus_Oryx-1	17	15	2	0	scaffold_8	855971	905971
Aspergillus_fumigatus_Oryx-1	18	16	2	0	scaffold_6	2621940	2671940
Aspergillus_fumigatus_Oryx-1	18	17	1	0	scaffold_2	2642639	2692639
Aspergillus_fumigatus_Oryx-1	19	16	3	0	scaffold_1	1386278	1436278
Aspergillus_fumigatus_Oryx-1	17	15	2	0	scaffold_5	645700	695700
Aspergillus_fumigatus_Oryx-1	26	23	3	0	scaffold_1	4294379	4344379
Aspergillus_fumigatus_Oryx-1	20	20	0	0	scaffold_5	1730812	1780812
Aspergillus_fumigatus_Oryx-1	23	18	5	0	scaffold_1	48836	98836
Aspergillus_fumigatus_Oryx-1	19	17	2	0	scaffold_3	2772581	2822581
Aspergillus_fumigatus_Oryx-1	19	17	2	0	scaffold_3	4221420	4271420
Aspergillus_fumigatus_Oryx-1	18	15	3	0	scaffold_7	1324729	1374729
Aspergillus_fumigatus_Oryx-1	19	19	0	0	scaffold_6	2585672	2635672
Aspergillus_fumigatus_Oryx-1	16	15	1	0	scaffold_2	294250	344250
Aspergillus_fumigatus_Oryx-1	19	11	8	0	scaffold_7	1522032	1572032
Aspergillus_fumigatus_Oryx-1	17	15	2	0	scaffold_3	2935205	2985205
Aspergillus_fumigatus_Oryx-1	18	17	1	0	scaffold_1	843070	893070
Aspergillus_fumigatus_Oryx-1	15	13	2	0	scaffold_6	1837993	1887993
Aspergillus_fumigatus_Oryx-1	21	15	6	0	scaffold_4	2503503	2553503
Aspergillus_fumigatus_Oryx-1	19	17	2	0	scaffold_6	2632329	2682329
Aspergillus_fumigatus_Oryx-1	17	14	3	0	scaffold_7	1320858	1370858
Aspergillus_fumigatus_Oryx-1	21	19	2	0	scaffold_6	91072	141072
Aspergillus_fumigatus_Oryx-1	1	1	0	0	scaffold_2	1296436	1346436
Aspergillus_fumigatus_Oryx-1	14	13	1	0	scaffold_6	2129994	2179994
Aspergillus_fumigatus_Oryx-1	17	17	0	0	scaffold_4	2998951	3048951
Aspergillus_fumigatus_Oryx-1	17	15	2	0	scaffold_6	1834800	1884800
Aspergillus_fumigatus_Oryx-1	17	15	2	0	scaffold_3	3754463	3804463
Aspergillus_fumigatus_Oryx-1	17	17	0	0	scaffold_8	702238	752238
Aspergillus_fumigatus_Oryx-1	14	11	3	0	scaffold_5	532763	582763
Aspergillus_fumigatus_Oryx-1	18	16	2	0	scaffold_8	379491	429491
Aspergillus_fumigatus_Oryx-1	18	18	0	0	scaffold_3	1122538	1172538
