STRAIN	TOTAL	CORE	ACCESSORY	SINGLETON	CHROM	START	END
Aspergillus_fumigatus_Moose-3_1_2	0	0	0	0	scaffold_5	2449081	2499081
Aspergillus_fumigatus_Moose-3_1_2	16	15	1	0	scaffold_2	3942177	3992177
Aspergillus_fumigatus_Moose-3_1_2	21	20	1	0	scaffold_2	1661505	1711505
Aspergillus_fumigatus_Moose-3_1_2	23	22	1	0	scaffold_2	2211602	2261602
Aspergillus_fumigatus_Moose-3_1_2	22	20	2	0	scaffold_6	2458994	2508994
Aspergillus_fumigatus_Moose-3_1_2	20	20	0	0	scaffold_6	812363	862363
Aspergillus_fumigatus_Moose-3_1_2	22	21	1	0	scaffold_4	1646696	1696696
Aspergillus_fumigatus_Moose-3_1_2	20	18	2	0	scaffold_3	3400862	3450862
Aspergillus_fumigatus_Moose-3_1_2	15	15	0	0	scaffold_1	3095735	3145735
Aspergillus_fumigatus_Moose-3_1_2	26	25	1	0	scaffold_4	3787249	3837249
Aspergillus_fumigatus_Moose-3_1_2	11	0	10	1	scaffold_7	2044167	2094167
Aspergillus_fumigatus_Moose-3_1_2	19	18	1	0	scaffold_4	2342186	2392186
Aspergillus_fumigatus_Moose-3_1_2	12	10	2	0	scaffold_2	4673801	4723801
Aspergillus_fumigatus_Moose-3_1_2	11	11	0	0	scaffold_5	2829162	2879162
Aspergillus_fumigatus_Moose-3_1_2	15	12	3	0	scaffold_8	1299671	1349671
Aspergillus_fumigatus_Moose-3_1_2	14	0	14	0	scaffold_1	4328261	4378261
Aspergillus_fumigatus_Moose-3_1_2	12	10	2	0	scaffold_2	4671599	4721599
Aspergillus_fumigatus_Moose-3_1_2	14	13	1	0	scaffold_2	1221881	1271881
Aspergillus_fumigatus_Moose-3_1_2	17	15	2	0	scaffold_8	995748	1045748
Aspergillus_fumigatus_Moose-3_1_2	16	14	2	0	scaffold_7	1355215	1405215
Aspergillus_fumigatus_Moose-3_1_2	19	19	0	0	scaffold_6	1097573	1147573
Aspergillus_fumigatus_Moose-3_1_2	7	7	0	0	scaffold_1	1742078	1792078
Aspergillus_fumigatus_Moose-3_1_2	17	17	0	0	scaffold_3	670571	720571
Aspergillus_fumigatus_Moose-3_1_2	14	12	2	0	scaffold_1	3634547	3684547
Aspergillus_fumigatus_Moose-3_1_2	25	16	9	0	scaffold_3	1721479	1771479
Aspergillus_fumigatus_Moose-3_1_2	25	18	7	0	scaffold_6	2313948	2363948
Aspergillus_fumigatus_Moose-3_1_2	18	2	16	0	scaffold_7	1964163	2014163
