STRAIN	TOTAL	CORE	ACCESSORY	SINGLETON	CHROM	START	END
Aspergillus_fumigatus_ATCC_204305	17	16	1	0	scaffold_3	1152525	1202525
Aspergillus_fumigatus_ATCC_204305	20	18	2	0	scaffold_1	2401896	2451896
Aspergillus_fumigatus_ATCC_204305	21	20	1	0	scaffold_3	3017429	3067429
Aspergillus_fumigatus_ATCC_204305	22	20	2	0	scaffold_2	3535528	3585528
Aspergillus_fumigatus_ATCC_204305	20	18	2	0	scaffold_1	1141134	1191134
Aspergillus_fumigatus_ATCC_204305	20	19	1	0	scaffold_1	1600552	1650552
Aspergillus_fumigatus_ATCC_204305	20	15	5	0	scaffold_5	2238971	2288971
Aspergillus_fumigatus_ATCC_204305	9	3	6	0	scaffold_4	3811673	3861673
Aspergillus_fumigatus_ATCC_204305	22	20	2	0	scaffold_7	1354634	1404634
Aspergillus_fumigatus_ATCC_204305	17	15	2	0	scaffold_4	2838757	2888757
Aspergillus_fumigatus_ATCC_204305	15	14	1	0	scaffold_2	1817197	1867197
Aspergillus_fumigatus_ATCC_204305	13	13	0	0	scaffold_3	3337271	3387271
Aspergillus_fumigatus_ATCC_204305	22	22	0	0	scaffold_4	1019681	1069681
Aspergillus_fumigatus_ATCC_204305	18	16	2	0	scaffold_6	3250438	3300438
Aspergillus_fumigatus_ATCC_204305	21	19	2	0	scaffold_3	106708	156708
Aspergillus_fumigatus_ATCC_204305	6	6	0	0	scaffold_6	1056425	1106425
Aspergillus_fumigatus_ATCC_204305	11	11	0	0	scaffold_3	1176011	1226011
Aspergillus_fumigatus_ATCC_204305	0	0	0	0	scaffold_5	179797	229797
Aspergillus_fumigatus_ATCC_204305	17	16	1	0	scaffold_3	1328858	1378858
Aspergillus_fumigatus_ATCC_204305	14	13	1	0	scaffold_1	4014974	4064974
Aspergillus_fumigatus_ATCC_204305	19	19	0	0	scaffold_4	549407	599407
Aspergillus_fumigatus_ATCC_204305	17	16	1	0	scaffold_4	1411642	1461642
Aspergillus_fumigatus_ATCC_204305	19	18	1	0	scaffold_5	1807302	1857302
Aspergillus_fumigatus_ATCC_204305	22	21	1	0	scaffold_3	1614825	1664825
Aspergillus_fumigatus_ATCC_204305	23	21	2	0	scaffold_7	1421055	1471055
Aspergillus_fumigatus_ATCC_204305	26	23	3	0	scaffold_5	79738	129738
Aspergillus_fumigatus_ATCC_204305	24	20	4	0	scaffold_8	131432	181432
Aspergillus_fumigatus_ATCC_204305	18	18	0	0	scaffold_5	3312778	3362778
Aspergillus_fumigatus_ATCC_204305	23	23	0	0	scaffold_6	2250116	2300116
Aspergillus_fumigatus_ATCC_204305	17	15	2	0	scaffold_2	3168047	3218047
Aspergillus_fumigatus_ATCC_204305	22	20	2	0	scaffold_6	3054245	3104245
Aspergillus_fumigatus_ATCC_204305	18	16	2	0	scaffold_5	713175	763175
Aspergillus_fumigatus_ATCC_204305	21	20	1	0	scaffold_4	3199539	3249539
Aspergillus_fumigatus_ATCC_204305	19	17	2	0	scaffold_1	2625177	2675177
Aspergillus_fumigatus_ATCC_204305	18	18	0	0	scaffold_4	3124660	3174660
