STRAIN	TOTAL	CORE	ACCESSORY	SINGLETON	CHROM	START	END
Aspergillus_fumigatus_IFM_59056	17	17	0	0	scaffold_4	2283433	2333433
Aspergillus_fumigatus_IFM_59056	19	14	5	0	scaffold_6	2346092	2396092
Aspergillus_fumigatus_IFM_59056	16	15	1	0	scaffold_5	951137	1001137
Aspergillus_fumigatus_IFM_59056	16	16	0	0	scaffold_3	626338	676338
Aspergillus_fumigatus_IFM_59056	14	10	4	0	scaffold_3	2465228	2515228
Aspergillus_fumigatus_IFM_59056	14	9	5	0	scaffold_4	3220183	3270183
Aspergillus_fumigatus_IFM_59056	23	22	1	0	scaffold_1	539109	589109
Aspergillus_fumigatus_IFM_59056	15	15	0	0	scaffold_5	2866532	2916532
Aspergillus_fumigatus_IFM_59056	20	18	2	0	scaffold_8	877576	927576
Aspergillus_fumigatus_IFM_59056	12	9	3	0	scaffold_5	496816	546816
Aspergillus_fumigatus_IFM_59056	9	1	8	0	scaffold_6	2179165	2229165
Aspergillus_fumigatus_IFM_59056	6	4	2	0	scaffold_6	2289741	2339741
Aspergillus_fumigatus_IFM_59056	18	18	0	0	scaffold_5	3251050	3301050
Aspergillus_fumigatus_IFM_59056	23	22	1	0	scaffold_5	1280058	1330058
Aspergillus_fumigatus_IFM_59056	17	17	0	0	scaffold_2	4147659	4197659
Aspergillus_fumigatus_IFM_59056	22	21	1	0	scaffold_2	331417	381417
Aspergillus_fumigatus_IFM_59056	22	21	1	0	scaffold_3	1617145	1667145
Aspergillus_fumigatus_IFM_59056	22	21	1	0	scaffold_3	2139298	2189298
Aspergillus_fumigatus_IFM_59056	17	15	2	0	scaffold_3	2650622	2700622
Aspergillus_fumigatus_IFM_59056	17	17	0	0	scaffold_4	2688977	2738977
Aspergillus_fumigatus_IFM_59056	26	20	6	0	scaffold_4	171400	221400
Aspergillus_fumigatus_IFM_59056	19	18	1	0	scaffold_1	2391442	2441442
Aspergillus_fumigatus_IFM_59056	19	16	3	0	scaffold_2	1961807	2011807
Aspergillus_fumigatus_IFM_59056	18	18	0	0	scaffold_4	1029999	1079999
Aspergillus_fumigatus_IFM_59056	14	14	0	0	scaffold_3	1451861	1501861
Aspergillus_fumigatus_IFM_59056	20	17	3	0	scaffold_1	3469849	3519849
Aspergillus_fumigatus_IFM_59056	21	19	2	0	scaffold_1	3307539	3357539
Aspergillus_fumigatus_IFM_59056	19	19	0	0	scaffold_1	745059	795059
Aspergillus_fumigatus_IFM_59056	15	14	1	0	scaffold_3	1367634	1417634
Aspergillus_fumigatus_IFM_59056	18	18	0	0	scaffold_1	803877	853877
Aspergillus_fumigatus_IFM_59056	19	16	3	0	scaffold_6	2526721	2576721
