STRAIN	TOTAL	CORE	ACCESSORY	SINGLETON	CHROM	START	END
Aspergillus_fumigatus_F14513G	18	17	1	0	scaffold_5	347135	397135
Aspergillus_fumigatus_F14513G	20	20	0	0	scaffold_3	530981	580981
Aspergillus_fumigatus_F14513G	20	19	1	0	scaffold_2	2198428	2248428
Aspergillus_fumigatus_F14513G	17	16	1	0	scaffold_1	3800026	3850026
Aspergillus_fumigatus_F14513G	18	18	0	0	scaffold_3	3022655	3072655
Aspergillus_fumigatus_F14513G	24	20	4	0	scaffold_2	2699367	2749367
Aspergillus_fumigatus_F14513G	21	17	4	0	scaffold_1	5029187	5079187
Aspergillus_fumigatus_F14513G	16	12	4	0	scaffold_2	588316	638316
Aspergillus_fumigatus_F14513G	12	10	2	0	scaffold_1	1428667	1478667
Aspergillus_fumigatus_F14513G	20	18	2	0	scaffold_1	2811516	2861516
Aspergillus_fumigatus_F14513G	17	17	0	0	scaffold_5	838683	888683
Aspergillus_fumigatus_F14513G	11	11	0	0	scaffold_3	1316991	1366991
Aspergillus_fumigatus_F14513G	14	14	0	0	scaffold_6	2562319	2612319
Aspergillus_fumigatus_F14513G	18	18	0	0	scaffold_1	2550319	2600319
Aspergillus_fumigatus_F14513G	21	19	2	0	scaffold_3	1222237	1272237
Aspergillus_fumigatus_F14513G	21	15	6	0	scaffold_6	292068	342068
Aspergillus_fumigatus_F14513G	18	16	2	0	scaffold_2	4233971	4283971
Aspergillus_fumigatus_F14513G	19	18	1	0	scaffold_4	2832072	2882072
Aspergillus_fumigatus_F14513G	18	18	0	0	scaffold_4	1713136	1763136
Aspergillus_fumigatus_F14513G	21	18	3	0	scaffold_2	3278785	3328785
Aspergillus_fumigatus_F14513G	12	0	12	0	scaffold_7	220054	270054
Aspergillus_fumigatus_F14513G	19	19	0	0	scaffold_5	1066098	1116098
Aspergillus_fumigatus_F14513G	22	19	3	0	scaffold_8	1319134	1369134
Aspergillus_fumigatus_F14513G	21	19	2	0	scaffold_2	924992	974992
Aspergillus_fumigatus_F14513G	22	20	2	0	scaffold_6	2850930	2900930
