STRAIN	TOTAL	CORE	ACCESSORY	SINGLETON	CHROM	START	END
Aspergillus_fumigatus_B5288_CDC-16	38	36	2	0	scaffold_1	2531088	2631088
Aspergillus_fumigatus_B5288_CDC-16	33	16	17	0	scaffold_5	657255	757255
Aspergillus_fumigatus_B5288_CDC-16	35	27	8	0	scaffold_1	4573570	4673570
Aspergillus_fumigatus_B5288_CDC-16	37	37	0	0	scaffold_6	984963	1084963
Aspergillus_fumigatus_B5288_CDC-16	39	37	2	0	scaffold_1	3346220	3446220
Aspergillus_fumigatus_B5288_CDC-16	28	22	6	0	scaffold_7	1928198	2028198
Aspergillus_fumigatus_B5288_CDC-16	32	31	1	0	scaffold_1	2600544	2700544
Aspergillus_fumigatus_B5288_CDC-16	30	30	0	0	scaffold_4	2768761	2868761
Aspergillus_fumigatus_B5288_CDC-16	38	35	3	0	scaffold_5	209299	309299
Aspergillus_fumigatus_B5288_CDC-16	39	37	2	0	scaffold_2	4307107	4407107
Aspergillus_fumigatus_B5288_CDC-16	40	39	1	0	scaffold_2	2900517	3000517
Aspergillus_fumigatus_B5288_CDC-16	36	33	3	0	scaffold_6	1524873	1624873
Aspergillus_fumigatus_B5288_CDC-16	36	36	0	0	scaffold_5	2821988	2921988
Aspergillus_fumigatus_B5288_CDC-16	23	21	2	0	scaffold_3	3550119	3650119
Aspergillus_fumigatus_B5288_CDC-16	32	31	1	0	scaffold_5	1589367	1689367
Aspergillus_fumigatus_B5288_CDC-16	33	33	0	0	scaffold_7	84046	184046
Aspergillus_fumigatus_B5288_CDC-16	9	9	0	0	scaffold_5	1337509	1437509
Aspergillus_fumigatus_B5288_CDC-16	33	31	2	0	scaffold_3	3762071	3862071
Aspergillus_fumigatus_B5288_CDC-16	33	32	1	0	scaffold_3	2231440	2331440
Aspergillus_fumigatus_B5288_CDC-16	32	31	1	0	scaffold_4	2189146	2289146
Aspergillus_fumigatus_B5288_CDC-16	37	35	2	0	scaffold_1	4087990	4187990
Aspergillus_fumigatus_B5288_CDC-16	31	0	31	0	scaffold_1	4369777	4469777
Aspergillus_fumigatus_B5288_CDC-16	25	24	1	0	scaffold_2	1958560	2058560
Aspergillus_fumigatus_B5288_CDC-16	32	31	1	0	scaffold_4	1260230	1360230
Aspergillus_fumigatus_B5288_CDC-16	32	31	1	0	scaffold_7	1533813	1633813
Aspergillus_fumigatus_B5288_CDC-16	29	29	0	0	scaffold_1	1361623	1461623
Aspergillus_fumigatus_B5288_CDC-16	43	40	3	0	scaffold_3	966013	1066013
Aspergillus_fumigatus_B5288_CDC-16	29	27	2	0	scaffold_1	3444120	3544120
Aspergillus_fumigatus_B5288_CDC-16	36	35	1	0	scaffold_4	3301137	3401137
Aspergillus_fumigatus_B5288_CDC-16	39	37	2	0	scaffold_4	3471922	3571922
Aspergillus_fumigatus_B5288_CDC-16	22	5	17	0	scaffold_3	4316	104316
Aspergillus_fumigatus_B5288_CDC-16	32	29	3	0	scaffold_7	1330748	1430748
Aspergillus_fumigatus_B5288_CDC-16	34	34	0	0	scaffold_3	3011905	3111905
Aspergillus_fumigatus_B5288_CDC-16	33	31	2	0	scaffold_6	2520459	2620459
Aspergillus_fumigatus_B5288_CDC-16	40	37	3	0	scaffold_3	1328909	1428909
Aspergillus_fumigatus_B5288_CDC-16	34	32	2	0	scaffold_6	3170578	3270578
Aspergillus_fumigatus_B5288_CDC-16	34	32	2	0	scaffold_4	1417856	1517856
Aspergillus_fumigatus_B5288_CDC-16	40	38	2	0	scaffold_2	2040070	2140070
Aspergillus_fumigatus_B5288_CDC-16	28	22	6	0	scaffold_7	1927744	2027744
Aspergillus_fumigatus_B5288_CDC-16	39	36	3	0	scaffold_6	2171785	2271785
Aspergillus_fumigatus_B5288_CDC-16	35	33	2	0	scaffold_3	3123042	3223042
Aspergillus_fumigatus_B5288_CDC-16	25	21	4	0	scaffold_8	787965	887965
Aspergillus_fumigatus_B5288_CDC-16	34	32	2	0	scaffold_6	3366524	3466524
Aspergillus_fumigatus_B5288_CDC-16	38	37	1	0	scaffold_6	1568836	1668836
Aspergillus_fumigatus_B5288_CDC-16	31	28	3	0	scaffold_6	293284	393284
Aspergillus_fumigatus_B5288_CDC-16	26	23	3	0	scaffold_5	3563701	3663701
Aspergillus_fumigatus_B5288_CDC-16	30	30	0	0	scaffold_4	2821960	2921960
Aspergillus_fumigatus_B5288_CDC-16	41	37	4	0	scaffold_6	675867	775867
Aspergillus_fumigatus_B5288_CDC-16	36	33	3	0	scaffold_3	3812841	3912841
Aspergillus_fumigatus_B5288_CDC-16	39	37	2	0	scaffold_2	4311342	4411342
Aspergillus_fumigatus_B5288_CDC-16	42	40	2	0	scaffold_7	1727374	1827374
Aspergillus_fumigatus_B5288_CDC-16	40	37	3	0	scaffold_8	218225	318225
Aspergillus_fumigatus_B5288_CDC-16	29	27	2	0	scaffold_3	2377278	2477278
Aspergillus_fumigatus_B5288_CDC-16	34	30	4	0	scaffold_8	547982	647982
Aspergillus_fumigatus_B5288_CDC-16	24	7	17	0	scaffold_3	13963	113963
Aspergillus_fumigatus_B5288_CDC-16	31	29	2	0	scaffold_1	1053924	1153924
Aspergillus_fumigatus_B5288_CDC-16	35	28	7	0	scaffold_7	688273	788273
Aspergillus_fumigatus_B5288_CDC-16	29	27	2	0	scaffold_3	2528716	2628716
Aspergillus_fumigatus_B5288_CDC-16	13	9	4	0	scaffold_5	1124838	1224838
Aspergillus_fumigatus_B5288_CDC-16	20	15	5	0	scaffold_5	1090234	1190234
Aspergillus_fumigatus_B5288_CDC-16	29	24	5	0	scaffold_3	1768504	1868504
Aspergillus_fumigatus_B5288_CDC-16	35	34	1	0	scaffold_2	396142	496142
Aspergillus_fumigatus_B5288_CDC-16	31	31	0	0	scaffold_1	2158019	2258019
Aspergillus_fumigatus_B5288_CDC-16	35	35	0	0	scaffold_6	3347950	3447950
Aspergillus_fumigatus_B5288_CDC-16	31	29	2	0	scaffold_1	3700317	3800317
Aspergillus_fumigatus_B5288_CDC-16	31	31	0	0	scaffold_6	2813743	2913743
Aspergillus_fumigatus_B5288_CDC-16	36	30	6	0	scaffold_1	4200093	4300093
Aspergillus_fumigatus_B5288_CDC-16	5	0	5	0	scaffold_7	2113387	2213387
Aspergillus_fumigatus_B5288_CDC-16	31	30	1	0	scaffold_4	1596998	1696998
Aspergillus_fumigatus_B5288_CDC-16	37	37	0	0	scaffold_5	1710650	1810650
Aspergillus_fumigatus_B5288_CDC-16	44	43	1	0	scaffold_4	2408056	2508056
Aspergillus_fumigatus_B5288_CDC-16	34	32	2	0	scaffold_3	3685087	3785087
Aspergillus_fumigatus_B5288_CDC-16	45	38	7	0	scaffold_3	3980205	4080205
Aspergillus_fumigatus_B5288_CDC-16	29	27	2	0	scaffold_1	3128255	3228255
Aspergillus_fumigatus_B5288_CDC-16	32	30	2	0	scaffold_3	1133863	1233863
Aspergillus_fumigatus_B5288_CDC-16	26	23	3	0	scaffold_7	1076498	1176498
Aspergillus_fumigatus_B5288_CDC-16	33	31	1	1	scaffold_3	2326964	2426964
Aspergillus_fumigatus_B5288_CDC-16	38	35	3	0	scaffold_2	4237911	4337911
Aspergillus_fumigatus_B5288_CDC-16	31	28	3	0	scaffold_6	293150	393150
Aspergillus_fumigatus_B5288_CDC-16	37	31	6	0	scaffold_1	4197154	4297154
Aspergillus_fumigatus_B5288_CDC-16	34	34	0	0	scaffold_3	703559	803559
Aspergillus_fumigatus_B5288_CDC-16	35	35	0	0	scaffold_6	2955422	3055422
Aspergillus_fumigatus_B5288_CDC-16	32	31	1	0	scaffold_5	1626389	1726389
Aspergillus_fumigatus_B5288_CDC-16	35	35	0	0	scaffold_2	4163335	4263335
Aspergillus_fumigatus_B5288_CDC-16	49	45	4	0	scaffold_5	3517330	3617330
Aspergillus_fumigatus_B5288_CDC-16	34	30	4	0	scaffold_4	3574041	3674041
Aspergillus_fumigatus_B5288_CDC-16	33	32	1	0	scaffold_6	2754826	2854826
Aspergillus_fumigatus_B5288_CDC-16	26	22	4	0	scaffold_1	3496320	3596320
Aspergillus_fumigatus_B5288_CDC-16	35	35	0	0	scaffold_1	1022677	1122677
Aspergillus_fumigatus_B5288_CDC-16	21	19	2	0	scaffold_2	4506586	4606586
Aspergillus_fumigatus_B5288_CDC-16	34	34	0	0	scaffold_3	619554	719554
Aspergillus_fumigatus_B5288_CDC-16	31	31	0	0	scaffold_1	2757367	2857367
Aspergillus_fumigatus_B5288_CDC-16	27	21	6	0	scaffold_4	3692641	3792641
Aspergillus_fumigatus_B5288_CDC-16	44	42	2	0	scaffold_1	4695696	4795696
Aspergillus_fumigatus_B5288_CDC-16	42	41	1	0	scaffold_3	1012753	1112753
Aspergillus_fumigatus_B5288_CDC-16	36	35	1	0	scaffold_3	1636274	1736274
Aspergillus_fumigatus_B5288_CDC-16	40	37	3	0	scaffold_3	479353	579353
Aspergillus_fumigatus_B5288_CDC-16	30	30	0	0	scaffold_4	2939950	3039950
Aspergillus_fumigatus_B5288_CDC-16	18	17	1	0	scaffold_2	1872601	1972601
Aspergillus_fumigatus_B5288_CDC-16	44	42	2	0	scaffold_2	128574	228574
Aspergillus_fumigatus_B5288_CDC-16	13	11	2	0	scaffold_3	1200044	1300044
Aspergillus_fumigatus_B5288_CDC-16	40	37	3	0	scaffold_3	2683283	2783283
Aspergillus_fumigatus_B5288_CDC-16	31	29	2	0	scaffold_6	2433935	2533935
Aspergillus_fumigatus_B5288_CDC-16	33	31	2	0	scaffold_2	1407278	1507278
Aspergillus_fumigatus_B5288_CDC-16	37	33	4	0	scaffold_4	271648	371648
Aspergillus_fumigatus_B5288_CDC-16	33	33	0	0	scaffold_6	2982849	3082849
Aspergillus_fumigatus_B5288_CDC-16	36	32	4	0	scaffold_1	2016080	2116080
Aspergillus_fumigatus_B5288_CDC-16	28	27	1	0	scaffold_3	1463471	1563471
Aspergillus_fumigatus_B5288_CDC-16	35	34	1	0	scaffold_6	1416593	1516593
Aspergillus_fumigatus_B5288_CDC-16	32	30	2	0	scaffold_6	3132394	3232394
Aspergillus_fumigatus_B5288_CDC-16	33	31	2	0	scaffold_2	4330564	4430564
Aspergillus_fumigatus_B5288_CDC-16	41	39	2	0	scaffold_4	3484311	3584311
Aspergillus_fumigatus_B5288_CDC-16	5	0	5	0	scaffold_7	2111989	2211989
Aspergillus_fumigatus_B5288_CDC-16	37	35	2	0	scaffold_7	779808	879808
Aspergillus_fumigatus_B5288_CDC-16	36	36	0	0	scaffold_6	1036437	1136437
Aspergillus_fumigatus_B5288_CDC-16	35	28	7	0	scaffold_3	4084479	4184479
