STRAIN	TOTAL	CORE	ACCESSORY	SINGLETON	CHROM	START	END
Aspergillus_fumigatus_Afu_166_E11	25	24	1	0	scaffold_1	4817353	4867353
Aspergillus_fumigatus_Afu_166_E11	20	18	2	0	scaffold_5	63460	113460
Aspergillus_fumigatus_Afu_166_E11	17	16	1	0	scaffold_7	714087	764087
Aspergillus_fumigatus_Afu_166_E11	14	12	2	0	scaffold_2	2940301	2990301
Aspergillus_fumigatus_Afu_166_E11	19	16	3	0	scaffold_3	626859	676859
Aspergillus_fumigatus_Afu_166_E11	19	18	1	0	scaffold_4	2565837	2615837
Aspergillus_fumigatus_Afu_166_E11	20	19	1	0	scaffold_4	3785739	3835739
Aspergillus_fumigatus_Afu_166_E11	18	17	1	0	scaffold_3	634857	684857
Aspergillus_fumigatus_Afu_166_E11	12	11	1	0	scaffold_5	1916777	1966777
Aspergillus_fumigatus_Afu_166_E11	23	20	3	0	scaffold_7	463307	513307
Aspergillus_fumigatus_Afu_166_E11	22	20	2	0	scaffold_4	3743568	3793568
Aspergillus_fumigatus_Afu_166_E11	22	22	0	0	scaffold_6	722315	772315
Aspergillus_fumigatus_Afu_166_E11	23	21	2	0	scaffold_5	438349	488349
Aspergillus_fumigatus_Afu_166_E11	10	10	0	0	scaffold_2	4493859	4543859
Aspergillus_fumigatus_Afu_166_E11	12	9	3	0	scaffold_2	3998492	4048492
Aspergillus_fumigatus_Afu_166_E11	19	19	0	0	scaffold_5	3183605	3233605
Aspergillus_fumigatus_Afu_166_E11	18	15	3	0	scaffold_5	3467203	3517203
Aspergillus_fumigatus_Afu_166_E11	22	0	22	0	scaffold_1	4524564	4574564
Aspergillus_fumigatus_Afu_166_E11	30	25	5	0	scaffold_5	3755292	3805292
Aspergillus_fumigatus_Afu_166_E11	19	14	5	0	scaffold_2	4456353	4506353
Aspergillus_fumigatus_Afu_166_E11	17	15	2	0	scaffold_3	629953	679953
Aspergillus_fumigatus_Afu_166_E11	17	15	2	0	scaffold_3	3183900	3233900
Aspergillus_fumigatus_Afu_166_E11	19	14	5	0	scaffold_1	1471499	1521499
Aspergillus_fumigatus_Afu_166_E11	19	18	1	0	scaffold_3	3170321	3220321
Aspergillus_fumigatus_Afu_166_E11	17	16	1	0	scaffold_4	1210524	1260524
Aspergillus_fumigatus_Afu_166_E11	19	18	1	0	scaffold_2	1788202	1838202
Aspergillus_fumigatus_Afu_166_E11	18	16	2	0	scaffold_2	3692310	3742310
Aspergillus_fumigatus_Afu_166_E11	24	21	3	0	scaffold_5	3700832	3750832
Aspergillus_fumigatus_Afu_166_E11	10	10	0	0	scaffold_5	1170562	1220562
Aspergillus_fumigatus_Afu_166_E11	20	20	0	0	scaffold_2	272234	322234
Aspergillus_fumigatus_Afu_166_E11	13	13	0	0	scaffold_6	2666330	2716330
Aspergillus_fumigatus_Afu_166_E11	19	15	4	0	scaffold_8	1300919	1350919
Aspergillus_fumigatus_Afu_166_E11	19	19	0	0	scaffold_1	713908	763908
Aspergillus_fumigatus_Afu_166_E11	23	22	1	0	scaffold_8	523790	573790
Aspergillus_fumigatus_Afu_166_E11	19	17	2	0	scaffold_5	1431859	1481859
Aspergillus_fumigatus_Afu_166_E11	20	19	1	0	scaffold_4	969765	1019765
Aspergillus_fumigatus_Afu_166_E11	14	12	2	0	scaffold_2	4016049	4066049
Aspergillus_fumigatus_Afu_166_E11	20	20	0	0	scaffold_1	715216	765216
Aspergillus_fumigatus_Afu_166_E11	21	20	1	0	scaffold_3	2630282	2680282
Aspergillus_fumigatus_Afu_166_E11	23	19	4	0	scaffold_5	3679595	3729595
Aspergillus_fumigatus_Afu_166_E11	15	11	4	0	scaffold_1	1085577	1135577
Aspergillus_fumigatus_Afu_166_E11	19	18	1	0	scaffold_3	3063983	3113983
Aspergillus_fumigatus_Afu_166_E11	17	16	1	0	scaffold_3	1153835	1203835
Aspergillus_fumigatus_Afu_166_E11	19	17	2	0	scaffold_3	3050193	3100193
Aspergillus_fumigatus_Afu_166_E11	26	25	1	0	scaffold_6	2198243	2248243
Aspergillus_fumigatus_Afu_166_E11	16	13	3	0	scaffold_1	490441	540441
Aspergillus_fumigatus_Afu_166_E11	28	27	1	0	scaffold_3	3837268	3887268
Aspergillus_fumigatus_Afu_166_E11	16	16	0	0	scaffold_7	514705	564705
Aspergillus_fumigatus_Afu_166_E11	13	11	2	0	scaffold_7	865620	915620
Aspergillus_fumigatus_Afu_166_E11	20	18	2	0	scaffold_1	2011824	2061824
Aspergillus_fumigatus_Afu_166_E11	21	21	0	0	scaffold_8	1398505	1448505
Aspergillus_fumigatus_Afu_166_E11	14	12	2	0	scaffold_2	2939946	2989946
Aspergillus_fumigatus_Afu_166_E11	14	11	3	0	scaffold_7	568739	618739
Aspergillus_fumigatus_Afu_166_E11	21	16	5	0	scaffold_2	2617681	2667681
Aspergillus_fumigatus_Afu_166_E11	18	16	2	0	scaffold_4	3601222	3651222
Aspergillus_fumigatus_Afu_166_E11	22	20	2	0	scaffold_4	2815956	2865956
Aspergillus_fumigatus_Afu_166_E11	17	17	0	0	scaffold_6	2633922	2683922
Aspergillus_fumigatus_Afu_166_E11	16	15	1	0	scaffold_4	1610257	1660257
Aspergillus_fumigatus_Afu_166_E11	20	18	2	0	scaffold_4	1058185	1108185
Aspergillus_fumigatus_Afu_166_E11	23	23	0	0	scaffold_6	2801861	2851861
Aspergillus_fumigatus_Afu_166_E11	20	19	1	0	scaffold_3	3008834	3058834
Aspergillus_fumigatus_Afu_166_E11	9	9	0	0	scaffold_2	1839322	1889322
Aspergillus_fumigatus_Afu_166_E11	18	18	0	0	scaffold_2	328039	378039
Aspergillus_fumigatus_Afu_166_E11	20	20	0	0	scaffold_3	370145	420145
Aspergillus_fumigatus_Afu_166_E11	25	20	5	0	scaffold_1	3933630	3983630
Aspergillus_fumigatus_Afu_166_E11	17	14	3	0	scaffold_1	4116667	4166667
Aspergillus_fumigatus_Afu_166_E11	17	17	0	0	scaffold_5	612364	662364
Aspergillus_fumigatus_Afu_166_E11	23	20	3	0	scaffold_3	2263614	2313614
Aspergillus_fumigatus_Afu_166_E11	17	17	0	0	scaffold_4	1981331	2031331
Aspergillus_fumigatus_Afu_166_E11	24	23	1	0	scaffold_1	530711	580711
Aspergillus_fumigatus_Afu_166_E11	22	19	3	0	scaffold_3	3419617	3469617
Aspergillus_fumigatus_Afu_166_E11	16	14	2	0	scaffold_6	3130334	3180334
Aspergillus_fumigatus_Afu_166_E11	12	8	4	0	scaffold_3	1938544	1988544
Aspergillus_fumigatus_Afu_166_E11	20	18	2	0	scaffold_3	1763524	1813524
Aspergillus_fumigatus_Afu_166_E11	17	17	0	0	scaffold_2	4198266	4248266
Aspergillus_fumigatus_Afu_166_E11	19	19	0	0	scaffold_4	744528	794528
