g000001	Afum_08_12_12_13_mRNA_02087	ASFUM08-12-12-13_002122	929077	929464	scaffold_2
g000002	Afum_08_12_12_13_mRNA_08332	ASFUM08-12-12-13_008480	2170438	2170733	scaffold_6
g000003	Afum_AF100_12_7_mRNA_03770	AF100-12-7_003883	1491270	1492545	scaffold_3
g000004	Afum_08_19_02_30_mRNA_08470	ASFUM08-19-02-30_008624	2487770	2488629	scaffold_6
g000005	Afum_F7763_mRNA_09570	F7763_009746	1150787	1154012	scaffold_7
g000006	Afum_AF100_12_18_mRNA_04838	AF100-12-18_004967	1103831	1113293	scaffold_4
g000007	Afum_F17729_mRNA_00532	F17729_000541	1490764	1492355	scaffold_1
g000008	Afum_AZTEC_9_222_mRNA_03485	AZTEC-9-222_003663	415084	418876	scaffold_3
g000009	Afum_AF100_12_21_mRNA_06867	AF100-12-21_007058	3551375	3554825	scaffold_5
g000010	Afum_IFM_62516_mRNA_04829	IFM-62516_005034	715919	720419	scaffold_4
g000011	Afum_IFM_58026_mRNA_08168	IFM-58026_008377	2019002	2021568	scaffold_6
g000012	Afum_117535A_1_1_mRNA_00459	ASFUM117535A-1_000467	1351938	1353852	scaffold_1
g000013_1	Afum_AF100_12_21_mRNA_05333	AF100-12-21_005490	2744983	2753495	scaffold_4
g000013_2	Afum_IFM_60514_mRNA_05739	IFM-60514_005881	2753284	2757896	scaffold_4
g000014	Afum_DMC2_AF100_1_18_mRNA_07054	DMC2AF100-1-18_007294	271948	275889	scaffold_6
g000015	Afum_B6081_mRNA_03818	B6081_003985	2063476	2068083	scaffold_3
g000016	Afum_AZTEC_11_1066_mRNA_09081	AZTEC-11-1066_009355	1178958	1184548	scaffold_7
g000017	Afum_08_19_02_46_mRNA_04114	ASFUM08-19-02-46_004206	3286326	3289479	scaffold_3
g000018	Afum_IFM_61610_mRNA_03408	IFM-61610_003481	208446	210633	scaffold_3
g000019_1	Afum_DMC2_AF100_12_9_mRNA_06010	DMC2-AF100-12-9_006130	3810333	3817130	scaffold_4
g000019_2	Afum_08_19_02_10_mRNA_10063	ASFUM08-19-02-10_009762	10	710	scaffold_74
g000020	Afum_IFM_62516_mRNA_08681	IFM-62516_008957	1113800	1116626	scaffold_7
g000021	Afum_SF3S10_mRNA_03490	SF3S10_003578	284754	287416	scaffold_3
g000022	Afum_AF100_12_37_mRNA_06891	AF100-12-37_007107	2090661	2097141	scaffold_5
g000023	Afum_AF100_11B_mRNA_02280	AF100-11B_002386	1756518	1760654	scaffold_2
g000024	Afum_IFM_59359_mRNA_07750	IFM-59359_008260	1360912	1364097	scaffold_6
g000025	Afum_AF100_12_21_mRNA_01327	AF100-12-21_001346	4132163	4135626	scaffold_1
g000026	Afum_COH_913_mRNA_04412	COH-913_004530	3205140	3209888	scaffold_3
g000027_1	Afum_IFM_62516_mRNA_01916	IFM-62516_002039	1034348	1038633	scaffold_2
g000027_2	Afum_AF100_12_35_mRNA_01918	AF100-12-35_001989	1041920	1046097	scaffold_2
g000027_3	Afum_AF106_6_9_mRNA_02012	AF106-6-9_002126	870371	874086	scaffold_2
g000028	Afum_AF100_12_24_mRNA_02891	AF100-12-24_003036	3783521	3785577	scaffold_2
g000029	Afum_AF100_11C_mRNA_02998	AF100-11C_003090	3719385	3720956	scaffold_2
g000030	Afum_84_NIH_mRNA_03841	ASFUM84-NIH_003910	1567432	1571842	scaffold_3
g000031	Afum_IFM_61578_mRNA_09278	IFM-61578_009529	1515664	1517972	scaffold_7
g000032	Afum_DMC2_AF100_2B_mRNA_04138	DMC2-AF100-2B_004245	2896179	2898041	scaffold_3
g000033	Afum_IFM_60514_mRNA_04331	IFM-60514_004454	2779719	2783499	scaffold_3
g000034	Afum_AF100_12_25_mRNA_05168	AF100-12-25_005340	938259	943067	scaffold_4
g000035	Afum_IFM_58026_mRNA_05549	IFM-58026_005701	2317141	2319186	scaffold_4
g000036	Afum_IFM_62516_mRNA_06087	IFM-62516_006309	689465	692781	scaffold_5
g000037	Afum_AF100_12_7_mRNA_01804	AF100-12-7_001864	404245	408801	scaffold_2
g000038	Afum_AFIS_23107_CDC_12_mRNA_01770	AFIS-23107-CDC-12_001802	5003129	5004398	scaffold_1
g000039	Afum_B5289_CDC_25_mRNA_06416	B5289-CDC-25_006592	706682	708733	scaffold_5
g000040	Afum_IFM_62516_mRNA_06615	IFM-62516_006845	2418121	2419684	scaffold_5
g000041	Afum_COH_885_mRNA_01756	COH-885_001863	180220	182683	scaffold_2
g000042	Afum_DMC2_AF1001_15_mRNA_09768	DMC2AF100-1-15_009967	696908	699269	scaffold_8
g000043	Afum_IFM_59056_mRNA_07625	IFM-59056_007776	673455	675681	scaffold_6
